City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,ola,59.5833,151.2833,-27.55,87,14,3.38,RU,1736703861
355,balykshi,47.0667,51.8667,-2.0,86,76,5.0,KZ,1736703862
356,betio village,1.358,172.9211,26.02,81,95,7.96,KI,1736703863
357,pangkalanbuun,-2.6833,111.6167,23.19,98,98,0.56,ID,1736703864
358,marataizes,-21.0433,-40.8244,25.19,76,18,4.37,BR,1736703594
359,laguna,38.421,-121.4238,8.89,55,0,2.57,US,1736703866
360,howrah,22.5892,88.3103,20.0,68,20,1.54,IN,1736703867
361,lima,-12.0432,-77.0282,23.14,69,0,4.63,PE,1736703800
362,zouerate,22.7187,-12.4521,22.47,10,4,4.16,MR,1736703870
363,egilsstadir,65.2653,-14.3948,5.95,87,100,7.72,IS,1736703871
364,isiro,2.7739,27.616,22.32,40,83,1.51,CD,1736703872
365,nadapuram,11.7,75.6667,23.48,87,74,1.57,IN,1736703873
366,huarmey,-10.0681,-78.1522,24.4,73,28,5.63,PE,1736703874
367,coquimbo,-29.9533,-71.3436,19.85,88,100,4.63,CL,1736703875
368,tolanaro,-25.0319,46.9987,29.04,70,0,9.26,MG,1736703876
369,nueva concepcion,14.2,-91.3,31.97,49,0,2.5,GT,1736703877
370,oltinko'l,40.8011,72.1634,0.22,52,0,2.46,UZ,1736703878
371,srandakan,-7.9386,110.2506,24.58,89,100,3.64,ID,1736703880
372,mathba,22.2855,89.9629,16.42,62,19,1.65,BD,1736703881
373,katsuura,35.1333,140.3,6.92,76,100,4.42,JP,1736703882
374,bakanas,44.8081,76.2772,-4.45,69,1,3.4,KZ,1736703883
375,sainte-luce,14.4673,-60.9271,27.33,64,11,4.57,MQ,1736703885
376,coari,-4.085,-63.1414,31.66,63,81,2.24,BR,1736703886
377,touros,-5.1989,-35.4608,27.89,68,99,4.47,BR,1736703887
378,butwal,27.7006,83.4484,14.9,65,16,2.55,NP,1736703888
379,pauini,-7.7136,-66.9764,30.71,64,100,1.7,BR,1736703889
380,cananeia,-25.0147,-47.9267,24.42,69,96,3.17,BR,1736703890
381,hashtrud,37.4779,47.0508,0.44,85,37,2.0,IR,1736703891
382,nantucket,41.2835,-70.0995,1.06,75,100,6.17,US,1736703892
383,kittila,67.6647,24.8936,-12.92,92,0,0.51,FI,1736703894
384,saint-louis,16.3333,-15.0,29.52,9,0,3.88,SN,1736703895
385,coaticook,45.1334,-71.7991,-6.63,83,99,2.33,CA,1736703896
386,umm kaddadah,13.6017,26.6876,16.87,25,0,5.48,SD,1736703897
387,kudahuvadhoo,2.6708,72.8944,27.45,74,54,1.96,MV,1736703898
388,carauari,-4.8828,-66.8958,29.24,78,99,1.21,BR,1736703899
389,bereket,39.2446,55.5154,8.57,41,100,3.25,TM,1736703900
390,turgen,43.4006,77.5933,-3.59,65,4,3.78,KZ,1736703901
391,nar'yan-mar,67.6713,53.087,-11.6,85,28,6.67,RU,1736703903
392,batticaloa,7.7102,81.6924,25.36,85,86,3.32,LK,1736703904
393,kailua-kona,19.6406,-155.9956,20.98,68,0,2.06,US,1736703905
394,buturlino,55.5667,44.8974,0.5,99,100,2.28,RU,1736703906
395,the pinery,39.4553,-104.7344,-2.02,48,10,1.34,US,1736703908
396,eforie sud,44.0229,28.6494,3.88,75,100,4.19,RO,1736703909
397,la condamine,43.7344,7.4202,10.88,61,0,3.6,MC,1736703910
398,coahuayana de hidalgo,18.7,-103.6583,26.97,65,100,2.09,MX,1736703911
399,fortaleza,-3.7227,-38.5247,31.07,66,40,5.66,BR,1736703689
400,queenstown,-31.8976,26.8753,15.51,91,72,5.7,ZA,1736703913
401,la libertad,-2.2333,-80.9,28.81,74,40,2.57,EC,1736703914
402,jining,35.405,116.5814,-0.82,44,0,3.35,CN,1736703915
403,ain taya,36.7933,3.2869,11.91,62,40,4.63,DZ,1736703916
404,dalandzadgad,43.5708,104.425,-8.49,49,77,2.77,MN,1736703918
405,agat village,13.3886,144.6585,26.54,87,100,5.14,GU,1736703919
406,isola di capo rizzuto,38.96,17.0933,6.41,87,75,8.23,IT,1736703920
407,sinop,41.7711,34.8709,7.52,83,100,5.9,TR,1736703921
408,sabang,5.8933,95.3214,26.69,84,100,8.26,ID,1736703922
409,dolinsk,47.35,142.8,-11.22,94,22,3.09,RU,1736703924
410,madalena,41.2162,-8.3345,12.19,82,88,0.79,PT,1736703925
411,atbasar,51.8,68.3333,-17.73,93,12,1.77,KZ,1736703926
412,las palmas de gran canaria,28.0997,-15.4134,19.97,68,20,9.77,ES,1736703772
413,luau,-10.7073,22.2247,20.13,89,100,1.47,AO,1736703928
414,tshikapa,-6.4167,20.8,25.59,65,36,0.48,CD,1736703929
415,nuzvid,16.7833,80.85,17.78,93,67,2.25,IN,1736703930
416,buala,-8.145,159.5921,26.45,83,56,2.09,SB,1736703932
417,vila velha,-20.3297,-40.2925,26.08,81,20,6.69,BR,1736703933
418,cabo san lucas,22.8909,-109.9124,21.02,50,0,4.02,MX,1736703655
419,las tablas,7.7667,-80.2833,29.05,68,46,4.6,PA,1736703935
420,tobelo,1.7284,128.0095,26.89,80,95,1.17,ID,1736703936
421,miyazaki,31.9111,131.4239,2.97,65,3,5.14,JP,1736703938
422,callao,-12.0667,-77.15,24.16,69,0,4.63,PE,1736703939
423,flying fish cove,-10.4217,105.6791,25.82,94,98,2.57,CX,1736703940
424,kayalpattinam,8.5667,78.1167,25.13,83,99,5.06,IN,1736703941
425,maragogi,-9.0122,-35.2225,25.25,82,100,3.28,BR,1736703943
426,alotau,-10.3069,150.4462,25.37,90,90,2.13,PG,1736703944
427,karak,31.1667,35.75,10.46,48,0,3.6,JO,1736703945
428,presidente medici,-11.1753,-61.9014,31.4,62,100,1.79,BR,1736703946
429,tullibody,56.1352,-3.8361,2.75,98,100,1.97,GB,1736703947
430,estreito,-5.7833,-43.25,24.64,92,100,1.68,BR,1736703948
431,jieyang,23.5289,116.3642,7.0,64,0,1.03,CN,1736703949
432,zarzis,33.504,11.1122,15.43,53,49,5.28,TN,1736703951
433,independence,39.0911,-94.4155,2.17,67,100,3.6,US,1736703783
434,palmas,-10.2128,-48.3603,26.93,83,40,2.06,BR,1736703453
435,tambacounda,13.7539,-13.7586,35.03,20,0,3.09,SN,1736703954
436,yartsevo,55.0667,32.6964,-1.99,90,100,0.37,RU,1736703956
437,yatou,37.15,122.3833,-4.98,74,3,1.26,CN,1736703957
438,fort bragg,35.139,-79.006,5.61,40,0,1.79,US,1736703958
439,mbekenyera,-10.0,38.9833,23.17,92,100,1.74,TZ,1736703959
440,kone,-21.0595,164.8658,22.61,84,77,1.39,NC,1736703961
441,canitas de felipe pescador,23.6,-102.7167,15.58,17,97,8.82,MX,1736703962
442,hachinohe,40.5,141.5,-0.44,89,64,1.92,JP,1736703963
443,akureyri,65.6835,-18.0878,2.96,87,40,2.06,IS,1736703964
444,robore,-18.3333,-59.75,30.05,66,75,2.06,BO,1736703965
445,poli,-3.3333,36.8,18.29,78,89,0.58,TZ,1736703966
446,costa rica,-23.4167,-54.65,34.89,24,23,3.0,BR,1736703466
447,tosno,59.54,30.8775,-4.73,94,100,2.92,RU,1736703969
448,carora,10.1755,-70.0827,32.75,31,2,1.25,VE,1736703970
449,berastagi,3.1929,98.5092,16.25,100,100,1.02,ID,1736703971
450,charxin,39.6967,66.7686,1.11,64,0,3.09,UZ,1736703972
451,urussu,54.5981,53.4631,-14.62,92,35,2.1,RU,1736703973
452,anaconda,46.1285,-112.9423,-4.76,80,36,1.95,US,1736703974
453,shingu,33.7333,135.9833,3.0,62,67,4.6,JP,1736703975
454,al burayqah,30.4062,19.5739,18.42,37,0,4.62,LY,1736703977
455,rialma,-15.315,-49.5844,27.18,73,100,0.71,BR,1736703978
456,cidreira,-30.1811,-50.2056,23.36,63,33,4.77,BR,1736703979
457,kiruna,67.8557,20.2251,-9.49,92,20,3.09,SE,1736703980
458,vernon,50.2581,-119.2691,2.26,80,92,1.03,CA,1736703981
459,urangan,-25.3,152.9,22.67,88,99,3.72,AU,1736703983
460,zyrya,40.3661,50.2917,7.05,88,14,4.01,AZ,1736703984
461,cockburn town,21.4612,-71.1419,25.98,78,20,2.06,TC,1736703985
462,tabou,4.423,-7.3528,28.0,71,58,3.99,CI,1736703986
463,kuldiga,56.974,21.9572,-2.74,76,49,4.53,LV,1736703988
464,malanje,-9.5402,16.341,19.61,93,89,1.33,AO,1736703989
465,livingstonia,-10.606,34.1063,19.85,75,95,1.68,MW,1736703990
466,tonala,20.6167,-103.2333,20.51,43,40,1.03,MX,1736703991
467,sandnessjoen,66.0217,12.6316,4.06,81,75,6.69,NO,1736703992
468,al kharijah,25.4514,30.5464,15.9,49,0,3.48,EG,1736703993
469,tharyarwady,17.65,95.8,19.93,62,1,2.43,MM,1736703994
470,auki,-8.7676,160.7034,25.2,89,70,2.08,SB,1736703995
471,garissa,-0.4536,39.6401,31.53,37,93,3.82,KE,1736703996
472,pitimbu,-7.4706,-34.8086,26.7,73,100,2.56,BR,1736703997
473,pueblo nuevo,23.3833,-105.3833,9.08,36,100,1.81,MX,1736703999
474,galliano,29.4422,-90.2992,10.7,79,87,4.26,US,1736704000
475,masjed soleyman,31.9364,49.3039,13.93,72,28,1.95,IR,1736704001
476,ruza,55.699,36.1952,-3.98,98,28,1.4,RU,1736704002
477,flekkefjord,58.2971,6.6607,-8.73,95,29,2.28,NO,1736704003
478,kodinsk,58.6881,99.1844,-32.23,100,66,0.5,RU,1736704004
479,svit,49.0601,20.2069,-2.12,74,75,4.63,SK,1736704005
480,westport,41.1415,-73.3579,3.84,55,0,6.17,US,1736703754
481,majene,-3.5403,118.9707,24.12,89,100,3.09,ID,1736704007
482,lubao,14.9167,120.55,24.84,76,100,4.58,PH,1736704009
483,watertown,42.3709,-71.1828,1.37,58,0,6.17,US,1736704010
484,changping,40.2186,116.2197,-2.27,31,87,1.37,CN,1736704011
485,terespol,52.0755,23.6161,-0.98,97,98,2.44,PL,1736704012
486,ormara,25.2088,64.6357,22.3,42,1,0.34,PK,1736704013
487,sandanski,41.5667,23.2833,1.17,94,100,2.53,BG,1736704014
488,bamboo flat,11.7,92.7167,25.53,73,36,5.89,IN,1736704015
489,mahibadhoo,3.7833,72.9667,27.16,80,86,2.98,MV,1736704017
490,bude,50.8243,-4.5413,6.23,90,75,5.39,GB,1736703978
491,tralee,52.2704,-9.7026,12.14,94,75,6.69,IE,1736704019
492,lauro muller,-28.3928,-49.3967,25.31,55,20,3.34,BR,1736704020
493,dayrut,27.556,30.8076,16.33,48,0,2.59,EG,1736704021
494,zinjibar,13.1287,45.3807,24.31,68,44,4.82,YE,1736704022
495,narimanov,46.6927,47.8498,1.59,59,75,1.98,RU,1736704023
496,sao jose da coroa grande,-8.8978,-35.1478,25.35,82,100,3.07,BR,1736704024
497,quellon,-43.1167,-73.6167,16.11,62,96,4.73,CL,1736704026
498,brisas de zicatela,15.8369,-97.0419,26.29,83,100,3.6,MX,1736704027
499,thames,-37.1333,175.5333,9.95,83,5,1.33,NZ,1736704028
500,nieuw amsterdam,5.8833,-55.0833,29.2,59,88,5.89,SR,1736704029
501,korsakov,46.6328,142.7813,-7.09,92,50,2.03,RU,1736704030
502,nouadhibou,20.931,-17.0347,27.99,20,1,1.54,MR,1736704031
503,abeche,13.8292,20.8324,22.43,14,4,3.81,TD,1736704032
504,kisangani,0.5167,25.2,28.2,83,40,2.06,CD,1736704033
505,xilin hot,43.9667,116.0333,-12.01,95,100,2.85,CN,1736704035
506,namibe,-15.1961,12.1522,21.67,79,94,2.88,AO,1736704036
507,plouzane,48.3833,-4.6167,3.1,75,0,4.12,FR,1736704037
508,san borja,-14.8167,-66.85,21.66,98,100,1.48,BO,1736704038
509,west hattiesburg,31.3191,-89.3751,6.72,78,75,2.57,US,1736704039
510,trincomalee,8.5711,81.2335,26.52,81,81,5.45,LK,1736703971
511,hammerfest,70.6634,23.6821,-2.75,86,100,9.26,NO,1736704041
512,bulawayo,-20.15,28.5833,21.74,76,91,1.87,ZW,1736704043
513,san vicente,-26.6167,-54.1333,33.93,23,0,2.21,AR,1736703846
514,puerto real,36.5282,-6.1901,16.4,67,0,4.63,ES,1736704045
515,kununurra,-15.7667,128.7333,27.99,83,100,0.0,AU,1736704046
516,belek,36.8628,31.0556,13.06,78,75,4.85,TR,1736704047
517,i-n-salah,27.1935,2.4607,19.28,30,43,1.67,DZ,1736704048
518,antsiranana,-12.2787,49.2917,24.55,91,89,3.48,MG,1736704050
519,turpan,42.9333,89.1667,-4.66,68,2,0.24,CN,1736704051
520,haiku-pauwela,20.9219,-156.3051,19.74,88,20,4.92,US,1736704053
521,dieppe,49.75,1.1667,-1.1,94,45,1.39,FR,1736704054
522,shushtar,32.0455,48.8567,15.01,63,29,3.1,IR,1736704055
523,igrim,63.1906,64.4162,0.85,94,100,5.41,RU,1736704056
524,warman,52.3168,-106.5679,-25.62,75,20,5.14,CA,1736704057
525,zhigalovo,54.8097,105.1578,-11.08,91,100,2.9,RU,1736704059
526,macas,-2.3167,-78.1167,26.86,61,75,3.09,EC,1736703916
527,boguchany,58.3814,97.4531,-27.88,100,82,0.45,RU,1736704061
528,dompu,-8.5356,118.4622,24.28,95,100,0.93,ID,1736704062
529,gamba,-2.65,10.0,25.57,86,84,2.47,GA,1736704063
530,pamandzi,-12.7967,45.2794,27.88,78,75,11.83,YT,1736704064
531,ouesso,1.6136,16.0517,28.35,30,92,0.21,CG,1736704065
532,tevriz,57.509,72.4042,-13.26,98,89,1.89,RU,1736704066
533,necochea,-38.5473,-58.7368,30.94,38,58,4.82,AR,1736703901
534,khash,28.2211,61.2158,9.92,20,100,1.16,IR,1736704069
535,vilyuysk,63.7553,121.6247,-23.9,98,100,2.7,RU,1736704070
536,manokwari,-0.8667,134.0833,26.07,80,100,2.15,ID,1736704071
537,awjilah,29.1081,21.2869,16.72,32,0,4.85,LY,1736704073
538,acarau,-2.8856,-40.12,30.2,62,25,6.33,BR,1736703811
539,salinopolis,-0.6136,-47.3561,27.04,87,67,5.02,BR,1736704075
540,kegeyli shahar,42.7767,59.6078,2.18,42,2,3.68,UZ,1736704076
541,atamanovka,51.93,113.63,-28.76,99,100,1.19,RU,1736704077
542,shenjiamen,29.9576,122.298,6.45,50,0,0.44,CN,1736704078
543,mermoz boabab,14.7065,-17.4758,23.88,57,0,5.14,SN,1736704080
544,keetmanshoop,-26.5833,18.1333,32.19,10,0,6.23,NA,1736704081
545,makushino,55.2103,67.2442,-12.26,96,90,3.16,RU,1736704082
546,santa rosa del sara,-17.1092,-63.5989,21.29,91,99,1.11,BO,1736704083
547,al jawf,29.5,38.75,12.02,55,0,2.93,SA,1736704084
548,oamaru,-45.0784,170.9801,9.65,81,49,1.33,NZ,1736704085
549,narvik,68.4384,17.4272,2.11,100,100,2.79,NO,1736704086
550,tromso,69.6496,18.957,-0.99,86,100,4.63,NO,1736704088
551,labrador city,52.9463,-66.9114,-8.23,69,20,2.06,CA,1736703912
552,ust-tsilma,65.441,52.1498,-18.75,100,99,1.57,RU,1736704090
553,harper,4.375,-7.7169,27.92,72,30,4.17,LR,1736704091
554,minas de marcona,-15.2119,-75.1103,22.52,58,52,6.43,PE,1736704092
555,muscat,23.6139,58.5922,20.16,51,0,3.84,OM,1736704010
556,malindi,-3.2175,40.1191,28.09,74,40,5.14,KE,1736704094
557,sassari,40.7272,8.5603,7.88,58,81,9.47,IT,1736704096
558,kerteminde,55.449,10.6577,2.16,70,45,5.16,DK,1736704097
559,sydney,-33.8679,151.2073,21.03,83,29,0.89,AU,1736703258
560,nyurba,63.2842,118.3319,-23.98,97,100,2.82,RU,1736704019
561,bayganin,48.6947,55.8742,-6.53,81,41,5.76,KZ,1736704100
562,meizhou,24.2977,116.1072,5.24,34,0,0.9,CN,1736703939
563,bireun,5.203,96.7009,23.99,95,99,3.25,ID,1736704102
564,embi,48.8264,58.1442,-9.33,84,4,2.97,KZ,1736704103
565,narrabri,-30.3167,149.7833,20.29,88,33,0.89,AU,1736704104
566,serdar,38.9764,56.2757,8.34,41,100,1.94,TM,1736704106
